participant_id,block_id,trial_index,hazard_rate,noise_sigma,LLR,choice,correct_side,reaction_time_ms,belief_L,subjective_h_snapshot,H,reset_state,prev_observed_belief_L,row_id,split,surrogate_id,generating_model_name,generating_seed,timeout_fallback_count,sample_index
P03,1,33,0.05,0.24,-4.186203,-1,0,5000.000000000005,-7.628452,0.031,0.031,False,-13.921201,339,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,1,34,0.05,0.24,-10.443104,-1,0,5000.000000000005,-13.870307,0.031,0.031,False,-7.628452,340,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,1,35,0.05,0.24,-14.485509,-1,0,5000.000000000005,-17.927757,0.031,0.031,False,-13.870307,341,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,1,36,0.05,0.24,-4.746216,-1,0,5000.000000000005,-8.188493,0.031,0.031,False,-17.927757,342,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,1,37,0.05,0.24,-10.598072,-1,0,5000.000000000005,-14.031711,0.031,0.031,False,-8.188493,343,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,1,38,0.05,0.24,-7.956457,-1,0,5000.000000000005,-11.398709,0.031,0.031,False,-14.031711,344,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,1,39,0.05,0.24,-3.536125,-1,0,5000.000000000005,-6.978052,0.031,0.031,False,-11.398709,345,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,1,40,0.05,0.24,-4.866495,-1,0,5000.000000000005,-8.280082,0.031,0.031,False,-6.978052,346,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,1,0.3,0.24,10.546423,1,1,906.0000000000007,10.546423,0.001,0.001,True,0.0,347,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,2,0.3,0.24,4.185889,1,1,906.0000000000007,4.141884,0.001,0.001,False,10.546423,348,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,3,0.3,0.24,6.565596,1,1,906.0000000000007,6.522967,0.001,0.001,False,4.141884,349,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,4,0.3,0.24,6.321279,1,1,906.0000000000007,6.277401,0.001,0.001,False,6.522967,350,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,5,0.3,0.24,5.785744,1,1,906.0000000000007,5.741902,0.001,0.001,False,6.277401,351,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,6,0.3,0.24,-1.486485,-1,0,5000.000000000005,-1.53021,0.761,0.761,False,5.741902,352,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,7,0.3,0.24,13.545778,1,1,5000.000000000005,13.574119,0.761,0.761,False,-1.53021,353,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,8,0.3,0.24,2.785248,1,1,5000.000000000005,2.741241,0.611,0.611,False,13.574119,354,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,9,0.3,0.24,5.800753,1,1,5000.000000000005,5.76208,0.611,0.611,False,2.741241,355,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,10,0.3,0.24,-8.05797,-1,0,5000.000000000005,-8.101701,0.611,0.611,False,5.76208,356,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,11,0.3,0.24,9.636888,1,1,5000.000000000005,9.680869,0.611,0.611,False,-8.101701,357,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,12,0.3,0.24,-8.289551,-1,0,5000.000000000005,-8.333552,0.611,0.611,False,9.680869,358,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,13,0.3,0.24,-1.573824,-1,0,5000.000000000005,-1.529838,0.451,0.451,False,-8.333552,359,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,14,0.3,0.24,-5.632063,-1,0,5000.000000000005,-5.603726,0.451,0.451,False,-1.529838,360,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,15,0.3,0.24,-11.883773,-1,0,5000.000000000005,-11.840089,0.451,0.451,False,-5.603726,361,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,16,0.3,0.24,5.407289,1,1,5000.000000000005,5.451295,0.451,0.451,False,-11.840089,362,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,17,0.3,0.24,-9.8203,-1,0,5000.000000000005,-9.863931,0.451,0.451,False,5.451295,363,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,18,0.3,0.24,10.189343,1,1,5000.000000000005,10.233345,0.451,0.451,False,-9.863931,364,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,19,0.3,0.24,-6.115493,-1,0,5000.000000000005,-6.159497,0.461,0.461,False,10.233345,365,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,20,0.3,0.24,-4.416879,-1,0,5000.000000000005,-4.373057,0.451,0.451,False,-6.159497,366,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,21,0.3,0.24,-6.272916,-1,0,5000.000000000005,-6.230006,0.451,0.451,False,-4.373057,367,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,22,0.3,0.24,-0.946114,-1,0,5000.000000000005,-0.90228,0.341,0.341,False,-6.230006,368,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,23,0.3,0.24,-9.156891,-1,0,5000.000000000005,-9.138285,0.511,0.511,False,-0.90228,369,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,24,0.3,0.24,-8.968294,-1,0,5000.000000000005,-8.924297,0.511,0.511,False,-9.138285,370,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,25,0.3,0.24,-9.862473,-1,0,5000.000000000005,-9.818477,0.511,0.511,False,-8.924297,371,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,26,0.3,0.24,8.606987,1,1,5000.000000000005,8.650989,0.511,0.511,False,-9.818477,372,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,27,0.3,0.24,-6.379015,-1,0,5000.000000000005,-6.423007,0.511,0.511,False,8.650989,373,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,28,0.3,0.24,-9.780321,-1,0,5000.000000000005,-9.736456,0.511,0.511,False,-6.423007,374,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,29,0.3,0.24,-5.458357,-1,0,5000.000000000005,-5.414355,0.511,0.511,False,-9.736456,375,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,30,0.3,0.24,-13.491708,-1,0,5000.000000000005,-13.448091,0.511,0.511,False,-5.414355,376,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,31,0.3,0.24,-3.79513,-1,0,5000.000000000005,-3.751123,0.511,0.511,False,-13.448091,377,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,32,0.3,0.24,10.299103,1,1,5000.000000000005,10.341089,0.511,0.511,False,-3.751123,378,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,33,0.3,0.24,5.95158,1,1,5000.000000000005,5.907576,0.511,0.511,False,10.341089,379,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,34,0.3,0.24,8.375251,1,1,5000.000000000005,8.331482,0.511,0.511,False,5.907576,380,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,35,0.3,0.24,-14.873962,-1,0,5000.000000000005,-14.917948,0.511,0.511,False,8.331482,381,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,36,0.3,0.24,-6.525957,-1,0,5000.000000000005,-6.48195,0.511,0.511,False,-14.917948,382,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,37,0.3,0.24,-5.328047,-1,0,5000.000000000005,-5.284175,0.511,0.511,False,-6.48195,383,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,38,0.3,0.24,-13.992276,-1,0,5000.000000000005,-13.948713,0.511,0.511,False,-5.284175,384,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,39,0.3,0.24,-7.423839,-1,0,5000.000000000005,-7.379832,0.511,0.511,False,-13.948713,385,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,2,40,0.3,0.24,-8.668375,-1,0,5000.000000000005,-8.624423,0.511,0.511,False,-7.379832,386,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,1,0.1,0.24,-4.509215,-1,0,5000.000000000005,-4.509215,0.001,0.001,True,0.0,387,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,2,0.1,0.24,-5.009497,-1,0,5000.000000000005,-8.820465,0.001,0.001,False,-4.509215,388,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,3,0.1,0.24,-8.777015,-1,0,5000.000000000005,-13.262625,0.001,0.001,False,-8.820465,389,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,4,0.1,0.24,-9.552681,-1,0,5000.000000000005,-14.051324,0.001,0.001,False,-13.262625,390,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,5,0.1,0.24,-10.632237,-1,0,5000.000000000005,-15.130965,0.001,0.001,False,-14.051324,391,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,6,0.1,0.24,-9.712358,-1,0,5000.000000000005,-14.211133,0.001,0.001,False,-15.130965,392,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,7,0.1,0.24,-15.625,-1,0,1612.9999999999332,-20.123739,0.001,0.001,False,-14.211133,393,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,8,0.1,0.24,-5.430824,-1,0,5000.000000000005,-9.929623,0.001,0.001,False,-20.123739,394,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,9,0.1,0.24,-7.120969,-1,0,5000.000000000005,-11.615399,0.001,0.001,False,-9.929623,395,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,10,0.1,0.24,-15.625,-1,0,2115.999999999878,-20.122988,0.001,0.001,False,-11.615399,396,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,11,0.1,0.24,-15.625,-1,0,972.0000000000008,-20.123799,0.001,0.001,False,-20.122988,397,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,12,0.1,0.24,-12.716759,-1,0,3261.9999999997517,-17.215557,0.001,0.001,False,-20.123799,398,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,13,0.1,0.24,-7.518425,-1,0,5000.000000000005,-12.017221,0.001,0.001,False,-17.215557,399,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,14,0.1,0.24,-14.890922,-1,0,2427.9999999998436,-19.389179,0.001,0.001,False,-12.017221,400,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,15,0.1,0.24,-6.789761,-1,0,5000.000000000005,-11.28856,0.001,0.001,False,-19.389179,401,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,16,0.1,0.24,-2.977017,-1,0,5000.000000000005,-7.474692,0.001,0.001,False,-11.28856,402,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,17,0.1,0.24,-12.055302,-1,0,5000.000000000005,-16.504363,0.001,0.001,False,-7.474692,403,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,18,0.1,0.24,-10.263682,-1,0,4648.999999999887,-14.762475,0.001,0.001,False,-16.504363,404,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,19,0.1,0.24,9.54693,1,1,5000.000000000005,5.048166,0.031,0.031,False,-14.762475,405,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,20,0.1,0.24,9.933285,1,1,5000.000000000005,13.976432,0.031,0.031,False,5.048166,406,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,21,0.1,0.24,5.155407,1,1,5000.000000000005,9.65413,0.031,0.031,False,13.976432,407,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,22,0.1,0.24,7.236577,1,1,5000.000000000005,11.729625,0.031,0.031,False,9.65413,408,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,23,0.1,0.24,8.165405,1,1,5000.000000000005,12.66348,0.031,0.031,False,11.729625,409,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,24,0.1,0.24,4.706404,1,1,5000.000000000005,9.204919,0.031,0.031,False,12.66348,410,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,25,0.1,0.24,15.625,1,1,5000.000000000005,20.114801,0.031,0.031,False,9.204919,411,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,26,0.1,0.24,15.625,1,1,5000.000000000005,20.123799,0.031,0.031,False,20.114801,412,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,27,0.1,0.24,15.625,1,1,5000.000000000005,20.123799,0.031,0.031,False,20.123799,413,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,28,0.1,0.24,-10.091931,-1,0,5000.000000000005,-5.593132,0.001,0.001,False,20.123799,414,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,29,0.1,0.24,-10.733926,-1,0,5000.000000000005,-14.944013,0.001,0.001,False,-5.593132,415,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,30,0.1,0.24,2.713739,1,1,5000.000000000005,-1.785031,0.001,0.001,False,-14.944013,416,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,31,0.1,0.24,15.625,1,1,4382.999999999798,13.902286,0.001,0.001,False,-1.785031,417,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,32,0.1,0.24,6.87324,1,1,5000.000000000005,11.371957,0.001,0.001,False,13.902286,418,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,33,0.1,0.24,7.623061,1,1,1100.9999999999895,12.120826,0.001,0.001,False,11.371957,419,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,34,0.1,0.24,3.157105,1,1,5000.000000000005,7.655415,0.001,0.001,False,12.120826,420,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,35,0.1,0.24,10.942047,1,1,5000.000000000005,15.399163,0.001,0.001,False,7.655415,421,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,36,0.1,0.24,-5.815297,-1,0,5000.000000000005,-1.316517,0.011,0.011,False,15.399163,422,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,37,0.1,0.24,-11.358951,-1,0,5000.000000000005,-12.637792,0.011,0.011,False,-1.316517,423,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,38,0.1,0.24,-4.156943,-1,0,5000.000000000005,-8.65545,0.011,0.011,False,-12.637792,424,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,39,0.1,0.24,-6.800345,-1,0,5000.000000000005,-11.283607,0.011,0.011,False,-8.65545,425,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,3,40,0.1,0.24,-8.674533,-1,0,5000.000000000005,-13.172202,0.011,0.011,False,-11.283607,426,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,1,0.5,0.24,-0.917696,-1,0,1638.9999999999302,-0.917696,0.001,0.001,True,0.0,427,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,2,0.5,0.24,-5.37361,-1,0,2091.9999999998804,-6.146303,0.001,0.001,False,-0.917696,428,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,3,0.5,0.24,-1.983925,-1,0,2292.9999999998586,-4.527884,0.001,0.001,False,-6.146303,429,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,4,0.5,0.24,-9.905521,-1,0,959.0000000000008,-12.345556,0.001,0.001,False,-4.527884,430,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,5,0.5,0.24,-5.009326,-1,0,2011.9999999998895,-7.580698,0.001,0.001,False,-12.345556,431,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,6,0.5,0.24,-8.753677,-1,0,1158.9999999999832,-11.318491,0.001,0.001,False,-7.580698,432,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,7,0.5,0.24,-8.384756,-1,0,1289.9999999999686,-10.956027,0.001,0.001,False,-11.318491,433,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,8,0.5,0.24,-4.692403,-1,0,2395.999999999847,-7.263605,0.001,0.001,False,-10.956027,434,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,9,0.5,0.24,13.881381,1,1,1338.9999999999634,11.319024,0.001,0.001,False,-7.263605,435,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,10,0.5,0.24,7.324147,1,1,1979.9999999998927,9.895418,0.001,0.001,False,11.319024,436,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,11,0.5,0.24,-15.625,-1,0,1029.9999999999973,-13.054227,0.001,0.001,False,9.895418,437,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,12,0.5,0.24,9.543696,1,1,5000.000000000005,6.972295,0.021,0.021,False,-13.054227,438,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,13,0.5,0.24,-11.095432,-1,0,5000.000000000005,-8.536124,0.021,0.021,False,6.972295,439,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,14,0.5,0.24,12.253693,1,1,5000.000000000005,9.684813,0.021,0.021,False,-8.536124,440,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,15,0.5,0.24,15.625,1,1,5000.000000000005,18.19562,0.021,0.021,False,9.684813,441,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,16,0.5,0.24,-9.408956,-1,0,5000.000000000005,-6.837527,0.031,0.031,False,18.19562,442,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,17,0.5,0.24,12.436934,1,1,5000.000000000005,9.879362,0.031,0.031,False,-6.837527,443,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,18,0.5,0.24,-14.441693,-1,0,5000.000000000005,-11.87093,0.031,0.031,False,9.879362,444,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,19,0.5,0.24,-13.516283,-1,0,5000.000000000005,-16.087621,0.031,0.031,False,-11.87093,445,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,20,0.5,0.24,9.821796,1,1,5000.000000000005,7.250368,0.041,0.041,False,-16.087621,446,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,21,0.5,0.24,11.354059,1,1,5000.000000000005,13.916296,0.041,0.041,False,7.250368,447,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,22,0.5,0.24,2.897451,1,1,5000.000000000005,5.468868,0.031,0.031,False,13.916296,448,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,23,0.5,0.24,4.467455,1,1,5000.000000000005,6.985509,0.031,0.031,False,5.468868,449,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,24,0.5,0.24,10.819562,1,1,5000.000000000005,13.379028,0.031,0.031,False,6.985509,450,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,25,0.5,0.24,13.378774,1,1,5000.000000000005,15.950182,0.031,0.031,False,13.379028,451,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,26,0.5,0.24,-9.399662,-1,0,5000.000000000005,-6.828235,0.041,0.041,False,15.950182,452,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,27,0.5,0.24,14.824871,1,1,5000.000000000005,12.267428,0.041,0.041,False,-6.828235,453,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,28,0.5,0.24,1.577378,1,1,5000.000000000005,4.148746,0.031,0.031,False,12.267428,454,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,29,0.5,0.24,7.851968,1,1,5000.000000000005,10.236855,0.031,0.031,False,4.148746,455,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,30,0.5,0.24,-6.730367,-1,0,5000.000000000005,-4.159404,0.051,0.051,False,10.236855,456,TRAIN,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,31,0.5,0.24,9.568418,1,1,5000.000000000005,7.181727,0.061,0.061,False,-4.159404,457,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,32,0.5,0.24,13.363978,1,1,5000.000000000005,15.925566,0.061,0.061,False,7.181727,458,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,33,0.5,0.24,4.382512,1,1,5000.000000000005,6.953939,0.051,0.051,False,15.925566,459,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,34,0.5,0.24,12.244304,1,1,5000.000000000005,14.80339,0.051,0.051,False,6.953939,460,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,35,0.5,0.24,9.996452,1,1,5000.000000000005,12.567876,0.051,0.051,False,14.80339,461,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,36,0.5,0.24,-11.226847,-1,0,5000.000000000005,-8.655464,0.051,0.051,False,12.567876,462,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,37,0.5,0.24,15.625,1,1,5000.000000000005,13.055834,0.051,0.051,False,-8.655464,463,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,38,0.5,0.24,-7.479292,-1,0,5000.000000000005,-4.90789,0.061,0.061,False,13.055834,464,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,39,0.5,0.24,7.144472,1,1,5000.000000000005,4.664756,0.071,0.071,False,-4.90789,465,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P03,4,40,0.5,0.24,6.239756,1,1,5000.000000000005,8.695655,0.071,0.071,False,4.664756,466,TEST,cont_threshold_s000,cont_threshold,1367864806,224,0
P01,1,1,0.05,0.41,3.226995,1,1,690.0000000000005,3.226995,0.001,0.001,True,0.0,0,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,3,0.05,0.41,1.917467,1,1,6.0,1.348992,0.991,0.991,False,-2.307557,2,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,4,0.05,0.41,1.525006,-1,1,18.00000000000001,1.927806,0.531,0.531,False,1.348992,3,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,5,0.05,0.41,1.917923,-1,1,31.00000000000002,2.433343,0.451,0.451,False,1.927806,4,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,6,0.05,0.41,5.353956,-1,1,555.0000000000003,5.936859,0.441,0.441,False,2.433343,5,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,7,0.05,0.41,5.353956,1,1,448.00000000000034,6.053605,0.441,0.441,False,5.936859,6,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,8,0.05,0.41,0.594862,1,1,6.0,1.294952,0.081,0.081,False,6.053605,7,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,11,0.05,0.41,0.734078,1,1,652.0000000000005,1.413055,0.061,0.061,False,4.10377,10,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,12,0.05,0.41,2.836541,1,1,427.00000000000034,3.253835,0.051,0.051,False,1.413055,11,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,13,0.05,0.41,5.294251,1,1,322.0000000000002,5.941676,0.051,0.051,False,3.253835,12,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,15,0.05,0.41,3.753973,1,1,801.0000000000006,4.389664,0.051,0.051,False,3.054267,14,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,16,0.05,0.41,2.345472,1,1,61.00000000000005,3.030494,0.051,0.051,False,4.389664,15,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,17,0.05,0.41,2.265176,1,1,2060.999999999884,2.899324,0.051,0.051,False,3.030494,16,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,18,0.05,0.41,-0.442225,1,1,6.0,0.182801,0.331,0.331,False,2.899324,17,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,19,0.05,0.41,4.813038,1,1,156.0000000000001,4.874673,0.331,0.331,False,0.182801,18,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,21,0.05,0.41,1.054018,1,1,42.00000000000003,1.75275,0.301,0.301,False,5.730409,20,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,22,0.05,0.41,3.388123,1,1,389.0000000000003,3.873756,0.291,0.291,False,1.75275,21,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,24,0.05,0.41,0.717787,1,1,6.0,1.41778,0.261,0.261,False,6.026709,23,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,25,0.05,0.41,5.022416,1,1,56.00000000000004,5.440759,0.261,0.261,False,1.41778,24,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,26,0.05,0.41,5.353956,1,1,433.00000000000034,6.051039,0.261,0.261,False,5.440759,25,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,27,0.05,0.41,-5.147871,-1,0,466.00000000000034,-4.44779,0.261,0.261,False,6.051039,26,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,28,0.05,0.41,-0.368008,-1,0,6.0,-1.054067,0.231,0.231,False,-4.44779,27,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,29,0.05,0.41,-1.1697,-1,0,241.0000000000002,-1.499233,0.211,0.211,False,-1.054067,28,TRAIN,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,31,0.05,0.41,-5.353956,-1,0,226.00000000000017,-4.77828,0.231,0.231,False,2.36876,30,TEST,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,32,0.05,0.41,-0.619063,-1,0,7.0,-1.310026,0.211,0.211,False,-4.77828,31,TEST,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,34,0.05,0.41,-2.588615,-1,0,463.00000000000034,-3.256659,0.201,0.201,False,-3.728027,33,TEST,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,35,0.05,0.41,0.78139,-1,0,122.0000000000001,0.133814,0.281,0.281,False,-3.256659,34,TEST,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,36,0.05,0.41,-5.353956,-1,0,200.00000000000014,-5.308787,0.271,0.271,False,0.133814,35,TEST,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,37,0.05,0.41,-3.285926,-1,0,52.00000000000004,-3.982086,0.271,0.271,False,-5.308787,36,TEST,cont_asymptote_s000,cont_asymptote,661058651,0,0
P01,1,38,0.05,0.41,0.778371,-1,0,66.00000000000004,0.102516,0.331,0.331,False,-3.982086,37,TEST,cont_asymptote_s000,cont_asymptote,661058651,0,0
